3.8529e-09-1.0099e-09i,8.7024e-09+3.3179e-08i,-1.9963e-07+5.2425e-08i,-2.5488e-07-9.6962e-07i,4.0168e-06-1.0562e-06i,3.8494e-06+1.4627e-05i,-4.7948e-05+1.2641e-05i,-3.7933e-05-0.00014369i,0.00039547-0.00010445i,0.0002655+0.001004i,-0.0023777+0.00063038i,-0.0014059-0.0052919i,0.011023-0.0029305i,0.0057069+0.021427i,-2.5666e-09-9.8818e-09i,8.5097e-08-2.2117e-08i,1.3324e-07+5.12e-07i,-2.4869e-06+6.4777e-07i,-2.6844e-06-1.0302e-05i,3.7515e-05-9.7832e-06i,3.2127e-05+0.00012298i,-0.00036853+9.641e-05i,-0.00026547-0.0010143i,0.0025752-0.00067479i,0.0016022+0.0060984i,-0.013573+0.0035735i,-0.0074486-0.028271i,-1.5568e-08+3.9903e-09i,-3.4384e-08-1.3406e-07i,8.0659e-07-2.0714e-07i,1.0071e-06+3.9178e-06i,-1.623e-05+4.1735e-06i,-1.521e-05-5.91e-05i,0.00019374-4.9951e-05i,0.0001499+0.00058058i,-0.0015979+0.00041276i,-0.0010492-0.0040569i,0.0096073-0.0024913i,0.0055566+0.021382i,4.0457e-09+1.6141e-08i,-1.39e-07+3.4862e-08i,-2.1003e-07-8.363e-07i,4.0621e-06-1.0211e-06i,4.2317e-06+1.6828e-05i,-6.1277e-05+1.5423e-05i,-5.0651e-05-0.00020087i,0.00060197-0.000152i,0.00041856+0.0016568i,-0.0042064+0.001064i,-0.0025265-0.0099613i,9.2729e-09-2.1915e-09i,1.8885e-08+7.9854e-08i,-4.8046e-07+1.1378e-07i,-5.5323e-07-2.3337e-06i,9.6676e-06-2.2926e-06i,8.3562e-06+3.5204e-05i,-0.0001154+2.7446e-05i,-8.2372e-05-0.00034584i,0.00095185-0.00022682i,0.00057662+0.0024166i,5.4735e-10+1.4254e-09i,-1.2275e-08+4.7156e-09i,-2.8397e-08-7.3849e-08i,3.5869e-07-1.3802e-07i,5.7191e-07+1.4859e-06i,-5.4107e-06+2.0838e-06i,-6.8394e-06-1.7736e-05i,5.3147e-05-2.0515e-05i,5.6483e-05+0.00014628i,8.3809e-09-2.1897e-09i,1.8869e-08+7.2172e-08i,-4.3424e-07+1.1367e-07i,-5.5263e-07-2.1092e-06i,8.7375e-06-2.2901e-06i,8.3463e-06+3.1817e-05i,-0.0001043+2.7409e-05i,-8.2249e-05-0.00031256i,-1.6206e-09-6.8621e-09i,5.9094e-08-1.3966e-08i,8.4142e-08+3.5555e-07i,-1.727e-06+4.0912e-07i,-1.6955e-06-7.1543e-06i,2.6052e-05-6.1796e-06i,2.0297e-05+8.5401e-05i,2.1999e-10-2.4546e-10i,2.1142e-09+1.8942e-09i,-1.1394e-08+1.2725e-08i,-6.1823e-08-5.5331e-08i,2.292e-07-2.5613e-07i,9.3292e-07+8.3447e-07i,-1.4009e-09-5.2665e-09i,4.5352e-08-1.2071e-08i,7.2718e-08+2.7287e-07i,-1.3254e-06+3.5353e-07i,-1.465e-06-5.4905e-06i,-3.9166e-09+8.6818e-10i,-7.4818e-09-3.3728e-08i,2.0293e-07-4.5082e-08i,2.1921e-07+9.857e-07i,-4.0607e-10-9.3315e-10i,8.0356e-09-3.4983e-09i,2.1064e-08+4.8345e-08i,-3.4032e-09+8.8175e-10i,-7.598e-09-2.9307e-08i,2.5674e-10+1.5842e-09i
1.5682e-08-5.1003e-09i,4.3944e-08+1.3505e-07i,-8.1252e-07+2.6466e-07i,-1.2865e-06-3.9465e-06i,1.6349e-05-5.331e-06i,1.9426e-05+5.9532e-05i,-0.00019515+6.3772e-05i,-0.00019132-0.00058479i,0.0016095-0.00052677i,0.0013387+0.0040862i,-0.0096763+0.003177i,-0.007083-0.021535i,0.044856-0.014762i,0.028738+0.087195i,-5.965e-09-1.8701e-08i,1.6104e-07-5.1394e-08i,3.0954e-07+9.6893e-07i,-4.7062e-06+1.5047e-06i,-6.2351e-06-1.9496e-05i,7.0993e-05-2.2721e-05i,7.459e-05+0.00023271i,-0.00069737+0.00022378i,-0.00061614-0.0019194i,0.0048729-0.0015658i,0.0037162+0.011539i,-0.025681+0.0082854i,-0.017268-0.053492i,-6.4538e-09+1.8899e-09i,-1.6284e-08-5.5576e-08i,3.3438e-07-9.8086e-08i,4.7683e-07+1.6241e-06i,-6.7282e-06+1.9759e-06i,-7.2006e-06-2.45e-05i,8.0313e-05-2.3642e-05i,7.0936e-05+0.00024067i,-0.0006624+0.00019532i,-0.0004964-0.0016817i,0.0039825-0.0011783i,0.0026275+0.0088633i,-2.7781e-09-8.2398e-09i,7.0956e-08-2.3936e-08i,1.4416e-07+4.2691e-07i,-2.0736e-06+7.0072e-07i,-2.9036e-06-8.5899e-06i,3.1279e-05-1.058e-05i,3.4731e-05+0.00010253i,-0.00030725+0.00010419i,-0.00028687-0.00084565i,0.0021469-0.00072901i,0.00173+0.005084i,-9.446e-09+2.9362e-09i,-2.5299e-08-8.1344e-08i,4.8941e-07-1.5238e-07i,7.4072e-07+2.3771e-06i,-9.8476e-06+3.0694e-06i,-1.1185e-05-3.5859e-05i,0.00011755-3.6721e-05i,0.00011017+0.00035225i,-0.00096949+0.00030334i,-0.00077091-0.0024614i,-5.3108e-10-1.0326e-09i,8.8921e-09-4.5749e-09i,2.7544e-08+5.3496e-08i,-2.5983e-07+1.3386e-07i,-5.5462e-07-1.0763e-06i,3.9192e-06-2.0205e-06i,6.6298e-06+1.2846e-05i,-3.8493e-05+1.9882e-05i,-5.4736e-05-0.00010594i,-7.4165e-09+2.3985e-09i,-2.0665e-08-6.3866e-08i,3.8425e-07-1.2446e-07i,6.0501e-07+1.8664e-06i,-7.7316e-06+2.507e-06i,-9.1354e-06-2.8154e-05i,9.2288e-05-2.999e-05i,8.9974e-05+0.00027656i,6.1341e-10+2.4932e-09i,-2.147e-08+5.2859e-09i,-3.1846e-08-1.2918e-07i,6.2744e-07-1.5484e-07i,6.4165e-07+2.5993e-06i,-9.4651e-06+2.3386e-06i,-7.6805e-06-3.1028e-05i,-4.3911e-09+1.5158e-09i,-1.306e-08-3.7813e-08i,2.275e-07-7.8652e-08i,3.8231e-07+1.105e-06i,-4.5776e-06+1.5842e-06i,-5.7724e-06-1.6669e-05i,9.8118e-10+3.4664e-09i,-2.9851e-08+8.4544e-09i,-5.0926e-08-1.796e-07i,8.7236e-07-2.4758e-07i,1.0259e-06+3.6138e-06i,-1.8699e-09+7.557e-10i,-6.5105e-09-1.6102e-08i,9.6878e-08-3.9204e-08i,1.9054e-07+4.7054e-07i,9.0786e-10+3.0219e-09i,-2.6023e-08+7.8224e-09i,-4.7116e-08-1.5657e-07i,-2.8843e-10+2.6071e-10i,-2.2456e-09-2.4836e-09i,6.4657e-10+2.0064e-09i
2.2644e-08-8.8344e-09i,7.6111e-08+1.9499e-07i,-1.1732e-06+4.5833e-07i,-2.2277e-06-5.6982e-06i,2.3605e-05-9.2304e-06i,3.3632e-05+8.5954e-05i,-0.00028175+0.00011038i,-0.0003311-0.00084429i,0.0023237-0.00091158i,0.0023162+0.0058993i,-0.013969+0.0054952i,-0.012248-0.031088i,0.064754-0.025525i,0.049679+0.12587i,1.6632e-09+3.7897e-09i,-3.2634e-08+1.4329e-08i,-8.6278e-08-1.9634e-07i,9.536e-07-4.1932e-07i,1.7374e-06+3.9504e-06i,-1.4384e-05+6.33e-06i,-2.0773e-05-4.715e-05i,0.00014129-6.2305e-05i,0.00017153+0.00038886i,-0.0009872+0.00043581i,-0.0010338-0.0023376i,0.005202-0.0023038i,0.0048007+0.010835i,1.2885e-08-4.9797e-09i,4.2902e-08+1.1095e-07i,-6.6755e-07+2.5835e-07i,-1.2557e-06-3.2423e-06i,1.3432e-05-5.2031e-06i,1.8958e-05+4.8909e-05i,-0.00016032+6.2222e-05i,-0.00018664-0.00048041i,0.0013222-0.00051386i,0.0013057+0.0033568i,-0.0079487+0.0030977i,-0.0069045-0.01769i,1.6741e-09+3.7841e-09i,-3.2586e-08+1.4422e-08i,-8.6838e-08-1.9605e-07i,9.522e-07-4.2204e-07i,1.7487e-06+3.9446e-06i,-1.4363e-05+6.371e-06i,-2.0908e-05-4.7081e-05i,0.00014108-6.2708e-05i,0.00017264+0.00038829i,-0.00098575+0.00043863i,-0.0010404-0.0023341i,8.8139e-09-3.3657e-09i,2.8996e-08+7.59e-08i,-4.5664e-07+1.7462e-07i,-8.4871e-07-2.218e-06i,9.1881e-06-3.5167e-06i,1.2813e-05+3.3457e-05i,-0.00010967+4.2056e-05i,-0.00012615-0.00032864i,0.00090449-0.00034732i,0.00088253+0.0022963i,1.5102e-09+3.3782e-09i,-2.909e-08+1.301e-08i,-7.8339e-08-1.7502e-07i,8.5006e-07-3.8073e-07i,1.5775e-06+3.5214e-06i,-1.2822e-05+5.7474e-06i,-1.8861e-05-4.203e-05i,0.00012594-5.6569e-05i,0.00015574+0.00034663i,6.2044e-09-2.3315e-09i,2.0087e-08+5.3428e-08i,-3.2145e-07+1.2096e-07i,-5.8795e-07-1.5613e-06i,6.4678e-06-2.4362e-06i,8.8767e-06+2.3551e-05i,-7.72e-05+2.9135e-05i,-8.7397e-05-0.00023134i,1.2851e-09+2.8333e-09i,-2.4398e-08+1.107e-08i,-6.6657e-08-1.4679e-07i,7.1294e-07-3.2395e-07i,1.3423e-06+2.9534e-06i,-1.0754e-05+4.8903e-06i,-1.6048e-05-3.525e-05i,4.3318e-09-1.5914e-09i,1.3711e-08+3.7302e-08i,-2.2443e-07+8.257e-08i,-4.0134e-07-1.0901e-06i,4.5157e-06-1.663e-06i,6.0594e-06+1.6443e-05i,1.039e-09+2.2429e-09i,-1.9314e-08+8.9504e-09i,-5.3891e-08-1.162e-07i,5.6438e-07-2.6191e-07i,1.0852e-06+2.338e-06i,2.9259e-09-1.0384e-09i,8.9461e-09+2.5196e-08i,-1.5159e-07+5.3876e-08i,-2.6188e-07-7.363e-07i,7.9149e-10+1.6523e-09i,-1.4228e-08+6.8184e-09i,-4.1053e-08-8.5598e-08i,1.8504e-09-6.1797e-10i,5.3243e-09+1.5935e-08i,5.5372e-10+1.0873e-09i
1.1644e-08-5.3346e-09i,4.5956e-08+1.0027e-07i,-6.0325e-07+2.7671e-07i,-1.3448e-06-2.93e-06i,1.2138e-05-5.5721e-06i,2.0301e-05+4.4196e-05i,-0.00014487+6.6618e-05i,-0.0001998-0.0004341i,0.0011947-0.00055006i,0.0013975+0.0030331i,-0.0071819+0.0033147i,-0.0073867-0.015982i,0.03329-0.015393i,0.029954+0.064707i,8.2512e-09+1.7809e-08i,-1.5335e-07+7.1082e-08i,-4.2799e-07-9.2262e-07i,4.4811e-06-2.08e-06i,8.6184e-06+1.8563e-05i,-6.7594e-05+3.1399e-05i,-0.00010304-0.00022156i,0.00066391-0.00030903i,0.00085076+0.0018273i,-0.0046388+0.0021615i,-0.0051266-0.010984i,0.024444-0.011424i,0.023806+0.050913i,-1.2296e-08+5.8455e-09i,-5.0357e-08-1.0589e-07i,6.3705e-07-3.032e-07i,1.4735e-06+3.0941e-06i,-1.2818e-05+6.1053e-06i,-2.2243e-05-4.6672e-05i,0.00015298-7.299e-05i,0.0002189+0.00045841i,-0.0012617+0.00060265i,-0.0015311-0.003203i,0.007584-0.0036313i,0.0080919+0.016877i,4.0182e-10+1.303e-09i,-1.1221e-08+3.4622e-09i,-2.0853e-08-6.751e-08i,3.2791e-07-1.0137e-07i,4.2005e-07+1.3584e-06i,-4.9465e-06+1.5307e-06i,-5.0254e-06-1.6215e-05i,4.859e-05-1.5078e-05i,4.1514e-05+0.00013373i,-0.00033953+0.0001055i,-0.00025041-0.00080402i,-9.7502e-09+4.4776e-09i,-3.8573e-08-8.3961e-08i,5.0513e-07-2.3226e-07i,1.1288e-06+2.4534e-06i,-1.0163e-05+4.6769e-06i,-1.7039e-05-3.7008e-05i,0.00012131-5.5915e-05i,0.0001677+0.0003635i,-0.0010004+0.00046169i,-0.001173-0.0025398i,-2.7724e-09-5.5995e-09i,4.8219e-08-2.3883e-08i,1.4379e-07+2.9009e-07i,-1.409e-06+6.9881e-07i,-2.8954e-06-5.8367e-06i,2.1253e-05-1.0549e-05i,3.4613e-05+6.9662e-05i,-0.00020874+0.00010381i,-0.00028578-0.00057451i,-3.7598e-09+1.5684e-09i,-1.3512e-08-3.2377e-08i,1.9479e-07-8.1365e-08i,3.9545e-07+9.4611e-07i,-3.9193e-06+1.6385e-06i,-5.9699e-06-1.4271e-05i,4.678e-05-1.9593e-05i,5.8766e-05+0.00014018i,-2.9446e-09-6.2283e-09i,5.3633e-08-2.5367e-08i,1.5273e-07+3.2267e-07i,-1.5672e-06+7.4227e-07i,-3.0755e-06-6.4922e-06i,2.364e-05-1.1205e-05i,3.6768e-05+7.7487e-05i,4.8155e-10-4.2855e-10i,3.6913e-09+4.1464e-09i,-2.4943e-08+2.2218e-08i,-1.0795e-07-1.2113e-07i,5.0179e-07-4.4726e-07i,1.6291e-06+1.827e-06i,-1.9207e-09-4.2794e-09i,3.6851e-08-1.6547e-08i,9.9631e-08+2.2171e-07i,-1.0768e-06+4.8421e-07i,-2.0063e-06-4.4609e-06i,2.286e-09-1.2207e-09i,1.0516e-08+1.9685e-08i,-1.1843e-07+6.3312e-08i,-3.0767e-07-5.7518e-07i,-7.8858e-10-2.0068e-09i,1.7281e-08-6.7938e-09i,4.0911e-08+1.0397e-07i,2.3439e-09-1.1683e-09i,1.0064e-08+2.0184e-08i,-2.4607e-11-4.1835e-10i
2.1167e-09-1.1233e-09i,9.6765e-09+1.8227e-08i,-1.0966e-07+5.8258e-08i,-2.8311e-07-5.326e-07i,2.2063e-06-1.173e-06i,4.2734e-06+8.0338e-06i,-2.6332e-05+1.4022e-05i,-4.205e-05-7.8904e-05i,0.00021716-0.00011576i,0.00029408+0.0005513i,-0.0013053+0.00069739i,-0.0015539-0.0029047i,0.0060501-0.0032378i,0.0063+0.01176i,3.2804e-09+6.1539e-09i,-5.2992e-08+2.8259e-08i,-1.7013e-07-3.1881e-07i,1.5484e-06-8.2679e-07i,3.4257e-06+6.4143e-06i,-2.3356e-05+1.248e-05i,-4.0948e-05-7.6554e-05i,0.00022939-0.0001228i,0.00033806+0.00063134i,-0.0016027+0.00085881i,-0.0020366-0.0037948i,0.0084447-0.0045377i,0.0094553+0.017589i,-1.1345e-08+6.0841e-09i,-5.2411e-08-9.769e-08i,5.8772e-07-3.1554e-07i,1.5334e-06+2.8545e-06i,-1.1825e-05+6.3534e-06i,-2.3146e-05-4.3057e-05i,0.00014113-7.5944e-05i,0.00022775+0.00042288i,-0.0011639+0.00062698i,-0.0015928-0.0029546i,0.0069957-0.0037771i,0.0084157+0.015568i,-7.9497e-09-1.4692e-08i,1.2651e-07-6.8481e-08i,4.1229e-07+7.6113e-07i,-3.6967e-06+2.0036e-06i,-8.3014e-06-1.5314e-05i,5.5761e-05-3.0242e-05i,9.9228e-05+0.00018277i,-0.00054765+0.00029757i,-0.00081919-0.0015073i,0.0038264-0.0020811i,0.004935+0.0090597i,1.2932e-08-7.1081e-09i,6.1231e-08+1.1136e-07i,-6.6993e-07+3.6864e-07i,-1.7914e-06-3.2537e-06i,1.3479e-05-7.4225e-06i,2.704e-05+4.9079e-05i,-0.00016087+8.872e-05i,-0.00026606-0.00048202i,0.0013266-0.00073243i,0.0018607+0.0033678i,3.28e-09+5.6805e-09i,-4.8915e-08+2.8255e-08i,-1.701e-07-2.9428e-07i,1.4293e-06-8.266e-07i,3.4249e-06+5.9208e-06i,-2.1559e-05+1.2476e-05i,-4.0934e-05-7.0661e-05i,0.00021173-0.00012275i,0.00033793+0.00058273i,3.0835e-09-1.4816e-09i,1.2764e-08+2.6553e-08i,-1.5975e-07+7.685e-08i,-3.7348e-07-7.7589e-07i,3.2142e-06-1.5475e-06i,5.6378e-06+1.1704e-05i,-3.8362e-05+1.85e-05i,-5.5483e-05-0.00011495i,4.0746e-09+7.583e-09i,-6.5298e-08+3.51e-08i,-2.1132e-07-3.9284e-07i,1.908e-06-1.0269e-06i,4.2549e-06+7.904e-06i,-2.878e-05+1.5501e-05i,-5.086e-05-9.4332e-05i,-5.2406e-09+2.993e-09i,-2.5782e-08-4.5127e-08i,2.7149e-07-1.5522e-07i,7.5428e-07+1.3186e-06i,-5.4623e-06+3.1252e-06i,-1.1385e-05-1.9889e-05i,2.1764e-10+7.7831e-10i,-6.7024e-09+1.8753e-09i,-1.1296e-08-4.0326e-08i,1.9587e-07-5.4918e-08i,2.2758e-07+8.1142e-07i,-4.5614e-09+2.4111e-09i,-2.077e-08-3.9279e-08i,2.3631e-07-1.2505e-07i,6.077e-07+1.1477e-06i,-1.8772e-09-3.2088e-09i,2.7631e-08-1.6171e-08i,9.7351e-08+1.6623e-07i,-7.5279e-10+2.2206e-10i,-1.9134e-09-6.4826e-09i,-1.4801e-09-2.792e-09i
3.8634e-09-2.943e-10i,2.1189e-09+2.7706e-08i,-1.379e-07+1.0592e-08i,-4.241e-08-5.4955e-07i,1.8575e-06-1.441e-07i,4.2866e-07+5.4931e-06i,-1.4485e-05+1.1378e-06i,-2.7286e-06-3.4481e-05i,7.4722e-05-5.9626e-06i,1.1942e-05+0.00014822i,-0.00027009+2.2004e-05i,-3.7372e-05-0.00045284i,0.0006983-5.8507e-05i,8.4341e-05+0.00098816i,-1.569e-09-2.0764e-08i,1.4891e-07-1.1297e-08i,5.6474e-08+7.4117e-07i,-2.9535e-06+2.2613e-07i,-7.6838e-07-9.9831e-06i,2.9522e-05-2.2858e-06i,6.0674e-06+7.7847e-05i,-0.00018532+1.4552e-05i,-3.18e-05-0.0004016i,0.00079661-6.3694e-05i,0.00011737+0.0014516i,-0.0024338+0.00019937i,-0.00031215-0.003753i,-7.6389e-08+5.7188e-09i,-4.1176e-08-5.4782e-07i,2.7267e-06-2.0585e-07i,8.2428e-07+1.0866e-05i,-3.6727e-05+2.801e-06i,-8.3329e-06-0.00010861i,0.00028639-2.212e-05i,5.3056e-05+0.00068178i,-0.0014774+0.00011595i,-0.00023227-0.0029307i,0.0053403-0.00042806i,0.00072717+0.0089539i,1.6397e-08+2.2144e-07i,-1.5881e-06+1.1807e-07i,-5.9028e-07-7.9043e-06i,3.1499e-05-2.3638e-06i,8.033e-06+0.00010647i,-0.00031485+2.3899e-05i,-6.3447e-05-0.00083022i,0.0019764-0.00015219i,0.00033264+0.0042829i,-0.0084957+0.00066638i,-0.0012283-0.015481i,5.3446e-07-3.9063e-08i,2.8128e-07+3.8328e-06i,-1.9077e-05+1.4064e-06i,-5.6321e-06-7.6023e-05i,0.00025696-1.9141e-05i,5.6953e-05+0.0007599i,-0.0020038+0.00015121i,-0.00036274-0.0047701i,0.010337-0.00079292i,0.0015887+0.020505i,-7.9418e-08-1.1039e-06i,7.9165e-06-5.7191e-07i,2.8596e-06+3.9404e-05i,-0.00015702+1.1453e-05i,-3.8928e-05-0.00053075i,0.0015695-0.00011583i,0.00030757+0.0041387i,-0.0098525+0.00073793i,-0.0016133-0.021351i,-1.9791e-06+1.3962e-07i,-1.0055e-06-1.4193e-05i,7.0644e-05-5.0283e-06i,2.014e-05+0.00028151i,-0.00095154+6.8463e-05i,-0.00020374-0.0028139i,0.00742-0.00054107i,0.0012983+0.017664i,2.1311e-07+3.0973e-06i,-2.2212e-05+1.535e-06i,-7.6767e-06-0.00011056i,0.00044058-3.0752e-05i,0.00010455+0.0014892i,-0.0044039+0.00031119i,-0.00082655-0.011613i,4.2242e-06-2.8111e-07i,2.025e-06+3.0293e-05i,-0.00015078+1.0129e-05i,-4.0584e-05-0.00060086i,0.002031-0.000138i,0.00041084+0.0060061i,-3.152e-07-4.9665e-06i,3.5617e-05-2.2711e-06i,1.1363e-05+0.00017728i,-0.00070646+4.5539e-05i,-0.00015489-0.0023879i,-4.9034e-06+2.8866e-07i,-2.0806e-06-3.5165e-05i,0.00017503-1.0414e-05i,4.1754e-05+0.00069749i,1.9342e-07+3.8126e-06i,-2.7342e-05+1.3953e-06i,-6.9897e-06-0.00013609i,1.8797e-06-5.2991e-08i,3.8405e-07+1.3481e-05i,8.0513e-08+2.7116e-07i
1.3099e-07-1.7919e-08i,1.2879e-07+9.3936e-07i,-4.6754e-06+6.4259e-07i,-2.5675e-06-1.8631e-05i,6.2973e-05-8.7042e-06i,2.5826e-05+0.00018622i,-0.00049102+6.8354e-05i,-0.0001634-0.0011689i,0.0025329-0.00035579i,0.00070964+0.0050241i,-0.0091543+0.0013014i,-0.0021983-0.015348i,0.023665-0.0034198i,0.0048921+0.033485i,-7.0333e-08-5.1847e-07i,3.7181e-06-5.0551e-07i,2.5222e-06+1.8506e-05i,-7.3744e-05+1.0078e-05i,-3.4167e-05-0.00024925i,0.00073708-0.00010138i,0.00026832+0.0019435i,-0.0046266+0.00064147i,-0.0013968-0.010026i,0.019886-0.0027861i,0.0051096+0.036234i,-0.060748+0.0086316i,-0.013429-0.093669i,-1.3682e-06+1.8369e-07i,-1.3203e-06-9.8121e-06i,4.8838e-05-6.5878e-06i,2.6324e-05+0.00019461i,-0.00065779+8.9245e-05i,-0.00026481-0.0019452i,0.005129-0.00070093i,0.0016757+0.01221i,-0.026458+0.003649i,-0.0072789-0.05248i,0.095623-0.01335i,0.022554+0.16032i,3.6438e-07+2.7502e-06i,-1.9723e-05+2.6191e-06i,-1.3069e-05-9.8165e-05i,0.00039118-5.2222e-05i,0.00017705+0.0013222i,-0.0039099+0.00052538i,-0.0013907-0.01031i,0.024542-0.003325i,0.0072408+0.053181i,-0.10549+0.014445i,-0.026496-0.19221i,4.3957e-06-5.7225e-07i,4.1133e-06+3.1523e-05i,-0.0001569+2.0526e-05i,-8.2024e-05-0.00062522i,0.0021132-0.00027811i,0.0008253+0.0062492i,-0.016478+0.0021847i,-0.0052238-0.039226i,0.085-0.011377i,0.022698+0.1686i,-7.1397e-07-5.6236e-06i,4.0328e-05-5.1323e-06i,2.5612e-05+0.00020073i,-0.00079987+0.00010236i,-0.00034708-0.0027036i,0.0079949-0.0010301i,0.002727+0.021081i,-0.050183+0.0065212i,-0.014204-0.10874i,-5.5999e-06+6.8268e-07i,-4.9078e-06-4.0158e-05i,0.00019988-2.4494e-05i,9.7902e-05+0.0007965i,-0.0026922+0.00033201i,-0.00098549-0.0079613i,0.020992-0.0026095i,0.0062412+0.049972i,4.36e-07+3.9044e-06i,-2.8e-05+3.1351e-06i,-1.5651e-05-0.00013936i,0.00055536-6.2572e-05i,0.00021226+0.0018771i,-0.005551+0.00063026i,-0.0016695-0.014637i,1.033e-06-5.7829e-08i,4.1693e-07+7.408e-06i,-3.6873e-05+2.0874e-06i,-8.3719e-06-0.00014694i,0.00049666-2.8499e-05i,8.4948e-05+0.0014688i,2.6401e-07+1.6704e-06i,-1.1979e-05+1.8969e-06i,-9.4616e-06-5.9623e-05i,0.00023759-3.7792e-05i,0.00012807+0.00080304i,2.8092e-06-3.5641e-07i,2.562e-06+2.0146e-05i,-0.00010027+1.2785e-05i,-5.1096e-05-0.00039957i,-1.9552e-07-1.9554e-06i,1.4023e-05-1.4064e-06i,7.0232e-06+6.9795e-05i,-2.7739e-08-6.393e-08i,4.5842e-07-1.9907e-07i,-2.1019e-07-1.4117e-06i
1.5286e-06-3.0182e-07i,2.1678e-06+1.0962e-05i,-5.456e-05+1.0808e-05i,-4.315e-05-0.00021741i,0.00073483-0.00014615i,0.0004332+0.0021729i,-0.0057295+0.0011453i,-0.0027344-0.013638i,0.029552-0.0059454i,0.011839+0.058615i,-0.1068+0.021671i,-0.036525-0.17904i,0.27604-0.056674i,0.080817+0.39055i,-7.6487e-07-3.9201e-06i,2.8112e-05-5.4937e-06i,2.7391e-05+0.00013992i,-0.00055754+0.00010936i,-0.00037041-0.0018844i,0.0055724-0.001098i,0.0029028+0.014693i,-0.034975+0.0069309i,-0.01507-0.075786i,0.15032-0.030011i,0.054935+0.27388i,-0.45914+0.092597i,-0.14369-0.7079i,-6.1743e-06+1.1842e-06i,-8.5059e-06-4.4277e-05i,0.00022038-4.2411e-05i,0.00016933+0.00087815i,-0.0029681+0.00057356i,-0.0017002-0.0087768i,0.023142-0.0044953i,0.010734+0.055088i,-0.11937+0.02334i,-0.046482-0.23676i,0.43138-0.085093i,0.14344+0.72318i,1.1921e-06+6.3995e-06i,-4.5892e-05+8.5628e-06i,-4.2696e-05-0.00022841i,0.00091019-0.00017048i,0.00057749+0.0030764i,-0.009097+0.001712i,-0.0045267-0.023986i,0.057098-0.01081i,0.023508+0.12372i,-0.2454+0.046821i,-0.085725-0.44712i,3.6733e-06-6.33e-07i,4.5475e-06+2.6342e-05i,-0.00013111+2.2678e-05i,-9.0565e-05-0.00052245i,0.0017659-0.00030684i,0.00090979+0.0052218i,-0.013769+0.0024062i,-0.0057472-0.032775i,0.071021-0.012502i,0.024909+0.14087i,1.7949e-07+5.6971e-07i,-4.0853e-06+1.2885e-06i,-6.42e-06-2.0333e-05i,8.1018e-05-2.5614e-05i,8.6689e-05+0.00027382i,-0.00080966+0.00025674i,-0.0006781-0.0021347i,0.0050811-0.0016173i,0.0035121+0.011009i,3.325e-06-6.5375e-07i,4.6955e-06+2.3844e-05i,-0.00011868+2.3411e-05i,-9.3466e-05-0.0004729i,0.0015984-0.00031658i,0.00093837+0.0047265i,-0.012462+0.0024809i,-0.0059233-0.029665i,-4.6801e-07-2.7183e-06i,1.9494e-05-3.3621e-06i,1.6767e-05+9.7024e-05i,-0.00038662+6.6958e-05i,-0.00022686-0.0013068i,0.0038642-0.00067265i,0.001779+0.010189i,9.1792e-08-9.056e-08i,6.4966e-07+6.581e-07i,-3.2746e-06+3.2347e-06i,-1.2895e-05-1.3045e-05i,4.4077e-05-4.3607e-05i,0.00012902+0.00013029i,-4.2052e-07-2.09e-06i,1.4988e-05-3.0203e-06i,1.5058e-05+7.4596e-05i,-0.00029725+6.0115e-05i,-0.00020361-0.0010047i,-1.5501e-06+2.4494e-07i,-1.7599e-06-1.1116e-05i,5.5329e-05-8.7781e-06i,3.5062e-05+0.00022048i,-1.3615e-07-3.7411e-07i,2.6827e-06-9.7718e-07i,4.8683e-06+1.3351e-05i,-1.35e-06+2.6257e-07i,-1.8859e-06-9.681e-06i,6.2205e-08+6.2475e-07i
