-3.2207e-09-2.481e-10i,2.3117e-09-2.7704e-08i,1.657e-07+1.541e-08i,-7.9679e-08+8.0074e-07i,-3.3177e-06-3.4261e-07i,1.3516e-06-1.2063e-05i,3.9198e-05+4.937e-06i,-1.5797e-05+0.00011654i,-0.00032073-4.5088e-05i,0.00012449-0.00081247i,0.001898+0.00033189i,-0.00079379+0.0041689i,-0.0086744-0.0017161i,0.003655-0.016798i,7.9779e-11+8.1364e-09i,-7.0027e-08+2.4049e-10i,2.5351e-09-4.1917e-07i,2.0268e-06+2.5328e-08i,-1.3626e-07+8.4004e-06i,-3.0566e-05-7.6111e-07i,3.8409e-06-9.9443e-05i,0.0002959+1.4227e-05i,-4.3203e-05+0.0008147i,-0.002066-0.00013523i,0.00041896-0.0048354i,0.010635+0.0010828i,-0.0024147+0.022142i,1.2493e-08-1.7249e-09i,1.4159e-08+1.0761e-07i,-6.4491e-07+7.8645e-08i,-3.6018e-07-3.1209e-06i,1.2941e-05-1.4447e-06i,4.849e-06+4.7141e-05i,-0.00015364+1.3677e-05i,-3.6397e-05-0.00045771i,0.001261-9.4012e-05i,0.00019894+0.0032029i,-0.0075163+0.00030811i,-0.00042949-0.016563i,-4.521e-09-1.2301e-08i,1.0611e-07-3.8234e-08i,2.2283e-07+6.373e-07i,-3.0886e-06+1.0576e-06i,-4.336e-06-1.2818e-05i,4.6784e-05-1.5375e-05i,4.7949e-05+0.00015294i,-0.00045661+0.00013843i,-0.00037502-0.0012594i,0.0032075-0.00091208i,0.0019793+0.0075625i,-5.968e-09+6.5167e-09i,-5.5756e-08-5.1718e-08i,3.1273e-07-3.308e-07i,1.5898e-06+1.5225e-06i,-6.3351e-06+6.5661e-06i,-2.3695e-05-2.3262e-05i,7.6763e-05-7.6077e-05i,0.0002243+0.00023064i,-0.0006382+0.00061457i,-0.0015395-0.0016388i,5.1491e-09-2.8773e-09i,2.448e-08+4.4472e-08i,-2.6758e-07+1.44e-07i,-6.8798e-07-1.2984e-06i,5.3921e-06-2.8315e-06i,1.0134e-05+1.9712e-05i,-6.4606e-05+3.2102e-05i,-9.3742e-05-0.00019321i,0.00053336-0.00025553i,-7.5908e-09-1.4259e-10i,1.6433e-09-6.532e-08i,3.9088e-07+1.3544e-08i,-7.7677e-08+1.8897e-06i,-7.8313e-06-3.5112e-07i,1.5251e-06-2.8488e-05i,9.2647e-05+6.2345e-06i,-2.1161e-05+0.0002756i,4.97e-09+4.7623e-09i,-4.1258e-08+4.2511e-08i,-2.5211e-07-2.4937e-07i,1.2137e-06-1.2113e-06i,5.0019e-06+5.0491e-06i,-1.8533e-05+1.8044e-05i,-5.7895e-05-6.1119e-05i,-1.9514e-09-5.5094e-09i,4.7521e-08-1.6492e-08i,9.6017e-08+2.8538e-07i,-1.3829e-06+4.5539e-07i,-1.8662e-06-5.7391e-06i,2.0944e-05-6.6101e-06i,-7.0539e-10+5.3872e-09i,-4.6324e-08-6.366e-09i,4.0734e-08-2.7692e-07i,1.3378e-06+2.056e-07i,-8.7283e-07+5.5416e-06i,2.525e-09-4.6101e-09i,3.9537e-08+2.1983e-08i,-1.3383e-07+2.354e-07i,-1.1341e-06-6.5446e-07i,-4.7375e-09+2.5057e-09i,-2.1304e-08-4.0909e-08i,2.4608e-07-1.252e-07i,3.7188e-09-3.6972e-10i,2.9779e-09+3.2025e-08i,-4.7255e-09-3.932e-10i
7.7638e-09-1.0322e-08i,8.8405e-08+6.7382e-08i,-4.0834e-07+5.2534e-07i,-2.5275e-06-1.9909e-06i,8.2909e-06-1.0445e-05i,3.7751e-05+3.0502e-05i,-0.00010095+0.0001215i,-0.00035883-0.00030392i,0.00084184-0.00098405i,0.0024707+0.0021672i,-0.0052012+0.0056835i,-0.012344-0.011642i,0.024442-0.025546i,0.048756+0.04845i,-1.4033e-08-6.1824e-09i,5.3976e-08-1.2043e-07i,7.1778e-07+3.2992e-07i,-1.6177e-06+3.4606e-06i,-1.4318e-05-6.7584e-06i,2.5047e-05-5.1894e-05i,0.00016777+8.3831e-05i,-0.00025425+0.00049704i,-0.0013654-0.00070695i,0.0018369-0.0034425i,0.0079775+0.004475i,-0.010119+0.01742i,-0.036145-0.021344i,2.4017e-09+7.1201e-09i,-6.1408e-08+2.0279e-08i,-1.179e-07-3.6872e-07i,1.7866e-06-5.5859e-07i,2.2877e-06+7.4137e-06i,-2.7052e-05+8.0912e-06i,-2.5125e-05-8.8402e-05i,0.00026385-7.2307e-05i,0.00019554+0.0007276i,-0.0018525+0.00047334i,-0.0010179-0.0043651i,0.0096466-0.002097i,-4.4342e-09-6.8956e-09i,5.9587e-08-3.7783e-08i,2.2277e-07+3.5881e-07i,-1.742e-06+1.066e-06i,-4.3916e-06-7.2366e-06i,2.6474e-05-1.5753e-05i,5.0088e-05+8.6862e-05i,-0.00025997+0.00014665i,-0.00040034-0.00071792i,0.0018344-0.00099334i,0.0022375+0.0043483i,-1.2289e-09+8.4747e-09i,-7.2867e-08-1.1041e-08i,7.0222e-08-4.3553e-07i,2.1038e-06+3.5314e-07i,-1.4962e-06+8.7144e-06i,-3.1666e-05-5.7199e-06i,2.0028e-05-0.0001028i,0.00030544+6.2507e-05i,-0.00017629+0.00084032i,-0.0021269-0.00047376i,1.7982e-09-5.8538e-09i,5.028e-08+1.5797e-08i,-9.7407e-08+3.0006e-07i,-1.4479e-06-4.8036e-07i,2.0134e-06-5.9939e-06i,2.1749e-05+7.5163e-06i,-2.5432e-05+7.0447e-05i,-0.00020898-7.7682e-05i,0.00021677-0.00057447i,-3.6374e-09+5.7266e-09i,-4.9084e-08-3.1617e-08i,1.9204e-07-2.9201e-07i,1.406e-06+9.3769e-07i,-3.9083e-06+5.8132e-06i,-2.1032e-05-1.4406e-05i,4.7824e-05-6.7805e-05i,0.00020049+0.00014426i,4.5053e-09-3.9986e-09i,3.4165e-08+3.8992e-08i,-2.3533e-07+2.0229e-07i,-9.7081e-07-1.1443e-06i,4.7577e-06-4.0062e-06i,1.4429e-05+1.7441e-05i,-5.7404e-05+4.6181e-05i,-4.8831e-09+2.3827e-09i,-2.0238e-08-4.2155e-08i,2.5347e-07-1.1874e-07i,5.6629e-07+1.2294e-06i,-5.1043e-06+2.3282e-06i,-8.3115e-06-1.8649e-05i,4.82e-09-1.9587e-09i,1.6592e-08+4.1589e-08i,-2.4988e-07+9.6955e-08i,-4.6104e-07-1.2113e-06i,5.0277e-06-1.8922e-06i,-5.1717e-09-2.6522e-10i,2.5661e-09-4.4493e-08i,2.6617e-07+1.7885e-08i,-9.4781e-08+1.2865e-06i,3.8379e-09-1.2063e-10i,8.2774e-10+3.3036e-08i,-1.9779e-07+3.0795e-09i,-4.7736e-09-1.871e-09i,1.6364e-08-4.098e-08i,2.37e-09+1.3128e-09i
7.0919e-09+1.7428e-08i,-1.5038e-07+6.0078e-08i,-3.5107e-07-9.0351e-07i,4.3799e-06-1.6694e-06i,6.8518e-06+1.818e-05i,-6.6375e-05+2.4361e-05i,-7.6321e-05-0.0002171i,0.00064839-0.00022108i,0.00060003+0.0017886i,-0.0045577+0.0014664i,-0.0032118-0.010754i,0.023789-0.0067169i,0.013641+0.049668i,-0.097044+0.024686i,-4.922e-09-3.8658e-09i,3.3539e-08-4.2148e-08i,2.5038e-07+2.0314e-07i,-9.9011e-07+1.2044e-06i,-4.9765e-06-4.1224e-06i,1.5159e-05-1.798e-05i,5.7841e-05+5.0138e-05i,-0.00015087+0.00017076i,-0.00046822-0.00041781i,0.0010749-0.001175i,0.0027008+0.0025773i,-0.0057653+0.0058624i,-0.012129-0.0121i,5.4511e-09+9.7389e-09i,-8.4112e-08+4.6379e-08i,-2.7283e-07-5.061e-07i,2.4557e-06-1.3035e-06i,5.3649e-06+1.0199e-05i,-3.7284e-05+1.9202e-05i,-6.0828e-05-0.0001222i,0.00036545-0.00017763i,0.00048422+0.0010088i,-0.0025753+0.0011971i,-0.0026784-0.0060947i,0.013511-0.0056964i,-5.1672e-09-4.1887e-09i,3.6331e-08-4.424e-08i,2.6274e-07+2.1998e-07i,-1.0719e-06+1.2636e-06i,-5.221e-06-4.4623e-06i,1.6404e-05-1.8859e-05i,6.0645e-05+5.4228e-05i,-0.00016312+0.000179i,-0.00049072-0.00045166i,0.0011616-0.0012311i,0.0028279+0.0027831i,4.9595e-09+6.5153e-09i,-5.6344e-08+4.2325e-08i,-2.5014e-07-3.3965e-07i,1.6502e-06-1.199e-06i,4.944e-06+6.8582e-06i,-2.5115e-05+1.7776e-05i,-5.673e-05-8.2528e-05i,0.00024725-0.00016655i,0.0004553+0.00068318i,-0.0017479+0.0011339i,-4.9131e-09-4.1301e-09i,3.5813e-08-4.2056e-08i,2.497e-07+2.1675e-07i,-1.0559e-06+1.2007e-06i,-4.9602e-06-4.3949e-06i,1.6151e-05-1.7912e-05i,5.7575e-05+5.3361e-05i,-0.00016046+0.00016988i,-0.00046566-0.0004442i,4.6339e-09+4.4581e-09i,-3.8621e-08+3.9635e-08i,-2.3505e-07-2.3342e-07i,1.136e-06-1.1293e-06i,4.6632e-06+4.726e-06i,-1.7346e-05+1.6821e-05i,-5.397e-05-5.7203e-05i,0.00017179-0.00015904i,-4.4717e-09-3.9209e-09i,3.3989e-08-3.8269e-08i,2.2713e-07+2.0561e-07i,-1.0013e-06+1.0919e-06i,-4.5102e-06-4.1672e-06i,1.5308e-05-1.6282e-05i,5.2306e-05+5.0545e-05i,4.3435e-09+2.9961e-09i,-2.6022e-08+3.7217e-08i,-2.2129e-07-1.5787e-07i,7.7029e-07-1.0651e-06i,4.4028e-06+3.2092e-06i,-1.1818e-05+1.5921e-05i,-3.9532e-09-3.6418e-09i,3.1559e-08-3.3822e-08i,2.0065e-07+1.9082e-07i,-9.2895e-07+9.643e-07i,-3.9825e-06-3.8652e-06i,4.0547e-09+1.914e-09i,-1.6695e-08+3.479e-08i,-2.0729e-07-1.019e-07i,4.9921e-07-9.9918e-07i,-3.4101e-09-3.3311e-09i,2.8854e-08-2.9165e-08i,1.7294e-07+1.7437e-07i,3.7563e-09+1.1021e-09i,-9.691e-09+3.2267e-08i,-2.8706e-09-3.0075e-09i
-9.9772e-09-1.5837e-09i,1.4177e-08-8.5778e-08i,5.1263e-07+8.9725e-08i,-4.4985e-07+2.476e-06i,-1.0256e-05-1.9028e-06i,7.2483e-06-3.7262e-05i,0.00012095+2.5252e-05i,-7.8566e-05+0.00035931i,-0.00098843-0.00022125i,0.0005925-0.0025013i,0.005833+0.0015121i,-0.0035233+0.012795i,-0.026608-0.0075319i,0.01562-0.051442i,4.9524e-09-1.4465e-08i,1.2422e-07+4.3414e-08i,-2.6691e-07+7.4105e-07i,-3.575e-06-1.3137e-06i,5.5004e-06-1.4797e-05i,5.3677e-05+2.0484e-05i,-6.9061e-05+0.00017378i,-0.00051534-0.00021045i,0.00058658-0.0014163i,0.0035757+0.001533i,-0.0037695+0.0083046i,-0.018164-0.0085763i,0.01814-0.037718i,8.5508e-09+7.4174e-09i,-6.4303e-08+7.3182e-08i,-4.3439e-07-3.8905e-07i,1.8948e-06-2.0884e-06i,8.6266e-06+7.8858e-06i,-2.897e-05+3.1145e-05i,-0.00010007-9.5673e-05i,0.0002876-0.00029518i,0.000809+0.00079604i,-0.0020454+0.0020279i,-0.0046518-0.004894i,0.010932-0.010082i,-4.9899e-09-3.26e-09i,2.8329e-08-4.2765e-08i,2.5437e-07+1.72e-07i,-8.3962e-07+1.2246e-06i,-5.0629e-06-3.499e-06i,1.2893e-05-1.8314e-05i,5.9028e-05+4.2778e-05i,-0.00012899+0.00017451i,-0.00047882-0.00035761i,0.00092253-0.0012038i,0.0027758+0.0022216i,8.7635e-09+1.8198e-09i,-1.6142e-08+7.532e-08i,-4.4992e-07-1.0089e-07i,5.0189e-07-2.1724e-06i,8.9966e-06+2.1138e-06i,-7.9765e-06+3.2674e-05i,-0.00010598-2.7417e-05i,8.459e-05-0.0003147i,0.0008655+0.00023723i,-0.0006292+0.0021888i,-6.4345e-09+2.9789e-09i,-2.5284e-08-5.5539e-08i,3.3387e-07-1.4819e-07i,7.0615e-07+1.619e-06i,-6.7215e-06+2.9019e-06i,-1.0348e-05-2.4553e-05i,8.0368e-05-3.2583e-05i,9.473e-05+0.00024014i,-0.00066263+0.00025761i,5.2314e-09-3.4495e-09i,2.94e-08+4.5211e-08i,-2.7228e-07+1.7341e-07i,-8.3002e-07-1.322e-06i,5.4924e-06-3.4199e-06i,1.2272e-05+2.0096e-05i,-6.5949e-05+3.9043e-05i,-0.00011437-0.00019741i,-3.58e-09+5.1022e-09i,-4.3714e-08-3.109e-08i,1.8857e-07-2.5989e-07i,1.2508e-06+9.1995e-07i,-3.8323e-06+5.1702e-06i,-1.8694e-05-1.411e-05i,4.6754e-05-6.0211e-05i,1.7521e-09-5.6424e-09i,4.8463e-08+1.5388e-08i,-9.4857e-08+2.8921e-07i,-1.3955e-06-4.677e-07i,1.9601e-06-5.7769e-06i,2.0961e-05+7.3154e-06i,1.5435e-10+4.9023e-09i,-4.2198e-08+1.0596e-09i,-3.9473e-09-2.5264e-07i,1.2218e-06-1.121e-08i,2.7606e-08+5.0641e-06i,-6.2889e-10-5.1667e-09i,4.45e-08-5.129e-09i,2.8174e-08+2.6665e-07i,-1.2903e-06+1.2792e-07i,2.9847e-09+3.7239e-09i,-3.2212e-08+2.5482e-08i,-1.507e-07-1.9425e-07i,-1.8724e-09-3.2101e-09i,2.7729e-08-1.5938e-08i,4.3389e-09+2.3692e-09i
1.3173e-09-1.4556e-09i,1.2455e-08+1.1417e-08i,-6.9043e-08+7.3903e-08i,-3.5521e-07-3.3616e-07i,1.3988e-06-1.4671e-06i,5.2948e-06+5.1368e-06i,-1.6954e-05+1.7003e-05i,-5.0135e-05-5.0944e-05i,0.00014098-0.00013738i,0.00034417+0.00036206i,-0.00086556+0.00078876i,-0.0017083-0.0019323i,0.0040515-0.0035307i,0.0067137+0.0080052i,3.888e-09+4.0572e-09i,-3.513e-08+3.3238e-08i,-1.9696e-07-2.1216e-07i,1.032e-06-9.4577e-07i,3.9041e-06+4.2922e-06i,-1.5744e-05+1.4072e-05i,-4.5095e-05-5.1865e-05i,0.00015565-0.00013278i,0.00036354+0.00043046i,-0.0011038+0.000909i,-0.0020759-0.0026318i,0.0058645-0.0044844i,0.0092563+0.012286i,-8.0224e-09+6.2984e-09i,-5.3765e-08-6.9387e-08i,4.1838e-07-3.1788e-07i,1.524e-06+2.033e-06i,-8.4498e-06+6.2855e-06i,-2.2607e-05-3.0949e-05i,0.00010173-7.2194e-05i,0.00021204+0.00030485i,-0.00084241+0.0005798i,-0.0014448-0.0021559i,0.0051242-0.0032798i,0.007053+0.011393i,-6.4634e-09-1.1378e-08i,9.8274e-08-5.5001e-08i,3.2364e-07+5.9135e-07i,-2.8696e-06+1.5465e-06i,-6.3657e-06-1.1918e-05i,4.3572e-05-2.279e-05i,7.2224e-05+0.00014282i,-0.00042716+0.00021098i,-0.0005752-0.0011792i,0.0030105-0.0014226i,0.0031854+0.0071259i,1.1477e-08-2.9708e-09i,2.4938e-08+9.8935e-08i,-5.936e-07+1.4365e-07i,-6.7613e-07-2.8748e-06i,1.1926e-05-2.758e-06i,9.6605e-06+4.3488e-05i,-0.00014196+2.9499e-05i,-8.3822e-05-0.00042341i,0.0011672-0.00022508i,0.00053449+0.0029689i,-2.6291e-09+6.9662e-09i,-5.9808e-08-2.3008e-08i,1.4111e-07-3.5668e-07i,1.7203e-06+6.9347e-07i,-2.9009e-06+7.1198e-06i,-2.5819e-05-1.0782e-05i,3.6241e-05-8.3545e-05i,0.00024767+0.00011022i,-0.00030691+0.00068056i,3.4167e-10-6.1294e-09i,5.2731e-08+3.2765e-09i,-2.2605e-08+3.1544e-07i,-1.5246e-06-1.1914e-07i,5.1734e-07-6.3174e-06i,2.2974e-05+2.0822e-06i,-7.8015e-06+7.4675e-05i,-0.00022206-2.5321e-05i,4.2758e-09+6.0245e-09i,-5.2082e-08+3.6468e-08i,-2.1533e-07-3.1381e-07i,1.5242e-06-1.0314e-06i,4.2515e-06+6.3332e-06i,-2.3182e-05+1.5272e-05i,-4.8669e-05-7.6127e-05i,-6.3553e-09-1.461e-09i,1.2922e-08-5.4614e-08i,3.2617e-07+8.0444e-08i,-3.9915e-07+1.5747e-06i,-6.5205e-06-1.6787e-06i,6.3151e-06-2.3676e-05i,5.5251e-09-1.6917e-09i,1.4256e-08+4.7642e-08i,-2.8598e-07+8.2625e-08i,-3.9062e-07-1.3854e-06i,5.7483e-06-1.5976e-06i,-3.5335e-09+3.7518e-09i,-3.2095e-08-3.0616e-08i,1.8508e-07-1.9037e-07i,9.1476e-07+9.0087e-07i,1.8839e-09-4.7376e-09i,4.0669e-08+1.6473e-08i,-1.0091e-07+2.4249e-07i,1.4138e-09+5.1064e-09i,-4.4024e-08+1.1888e-08i,-2.3888e-09-2.6485e-09i
-3.162e-09+1.053e-09i,-7.2935e-09-2.2665e-08i,1.1274e-07-3.4891e-08i,1.3284e-07+4.489e-07i,-1.5157e-06+4.2575e-07i,-1.182e-06-4.476e-06i,1.1781e-05-2.8887e-06i,6.2653e-06+2.798e-05i,-6.0456e-05+1.2071e-05i,-2.0487e-05-0.00011946i,0.00021656-2.9992e-05i,3.5966e-05+0.00036067i,-0.00055144+2.9241e-05i,4.5756e-06-0.00077115i,5.9723e-09+1.6743e-08i,-1.2004e-07+4.1455e-08i,-1.988e-07-5.9728e-07i,2.3788e-06-7.5911e-07i,2.4416e-06+8.0346e-06i,-2.3736e-05+6.8092e-06i,-1.6735e-05-6.2498e-05i,0.0001485-3.6572e-05i,7.1202e-05+0.00032103i,-0.00063474+0.00012275i,-0.00018441-0.0011515i,0.0019193-0.00023255i,0.00021824+0.0029373i,6.0517e-08-2.3278e-08i,1.6192e-07+4.3402e-07i,-2.1601e-06+7.7846e-07i,-2.9813e-06-8.6064e-06i,2.9079e-05-9.6234e-06i,2.6957e-05+8.5942e-05i,-0.0002264+6.6627e-05i,-0.00014667-0.00053823i,0.0011643-0.0002884i,0.00050449+0.0023036i,-0.0041823+0.00077562i,-0.00102-0.0069779i,-7.1816e-08-1.7174e-07i,1.2321e-06-5.0063e-07i,2.4129e-06+6.1347e-06i,-2.4451e-05+9.2683e-06i,-3.0025e-05-8.2654e-05i,0.0002444-8.4477e-05i,0.00020995+0.00064419i,-0.0015324+0.00046548i,-0.00092408-0.0033173i,0.006569-0.0016385i,0.0025722+0.011938i,-4.0387e-07+1.8544e-07i,-1.2955e-06-2.8986e-06i,1.4439e-05-6.2603e-06i,2.4119e-05+5.7578e-05i,-0.00019474+7.8419e-05i,-0.00022161-0.00057618i,0.0015197-0.00055378i,0.0012363+0.003618i,-0.0078387+0.0024769i,-0.0044484-0.015538i,4.1234e-07+8.0745e-07i,-5.7983e-06+2.8874e-06i,-1.3989e-05-2.8899e-05i,0.00011531-5.4062e-05i,0.00017641+0.00039028i,-0.0011556+0.00050073i,-0.0012581-0.0030507i,0.0072697-0.0028279i,0.0057157+0.015767i,1.3882e-06-8.0204e-07i,5.6294e-06+9.9755e-06i,-4.9754e-05+2.7347e-05i,-0.00010602-0.00019869i,0.00067308-0.00034724i,0.00098998+0.001995i,-0.0052723+0.0025008i,-0.0056589-0.012579i,-1.3753e-06-2.0541e-06i,1.4774e-05-9.6763e-06i,4.7139e-05+7.3764e-05i,-0.0002949+0.00018334i,-0.00060275-0.0010002i,0.0029685-0.0017262i,0.0043842+0.007857i,-2.5879e-06+2.0823e-06i,-1.4689e-05-1.8639e-05i,9.3195e-05-7.1768e-05i,0.00028007+0.00037318i,-0.001268+0.00092437i,-0.0026595-0.0037706i,2.7705e-06+2.692e-06i,-1.9432e-05+1.9598e-05i,-9.6056e-05-9.7401e-05i,0.00039106-0.0003762i,0.0012468+0.0013326i,2.1288e-06-3.194e-06i,2.2664e-05+1.544e-05i,-7.7782e-05+0.00011148i,-0.00043832-0.00031401i,-3.0908e-06-9.0784e-07i,6.7093e-06-2.2015e-05i,0.00010874+3.4476e-05i,6.0035e-07+2.3179e-06i,-1.6603e-05+4.1212e-06i,9.8308e-07-1.752e-06i
3.5562e-08-1.038e-07i,7.3898e-07+2.6157e-07i,-1.3374e-06+3.6481e-06i,-1.4404e-05-5.4845e-06i,1.9115e-05-4.818e-05i,0.00014078+5.8417e-05i,-0.00015958+0.00036609i,-0.00085758-0.00039459i,0.00089097-0.0018237i,0.0035365+0.0018487i,-0.0035384+0.0062682i,-0.01016-0.0062592i,0.010244-0.01502i,0.020097+0.015515i,-4.1105e-07-1.2225e-07i,9.0306e-07-2.9277e-06i,1.4461e-05+4.6384e-06i,-1.911e-05+5.7129e-05i,-0.00019121-6.6926e-05i,0.00020557-0.00055912i,0.0014552+0.00056453i,-0.0014035+0.0034122i,-0.0072646-0.0031872i,0.0066529-0.014107i,0.025046+0.012814i,-0.022815+0.04068i,-0.060297-0.037597i,-2.6301e-07+1.0843e-06i,-7.7269e-06-1.9574e-06i,1.013e-05-3.8189e-05i,0.00015097+4.2062e-05i,-0.00014849+0.00050571i,-0.00148-0.00045984i,0.0012734-0.003856i,0.0090522+0.0031933i,-0.007316+0.019298i,-0.037536-0.015411i,0.029966-0.066776i,0.10873+0.053874i,2.1748e-06+3.7838e-07i,-2.8605e-06+1.5509e-05i,-7.6712e-05-1.5039e-05i,6.3428e-05-0.00030353i,0.0010177+0.00022745i,-0.00071557+0.0029818i,-0.0077783-0.0020132i,0.0051285-0.018287i,0.039051+0.011936i,-0.02555+0.07611i,-0.13573-0.050486i,2.9112e-07-3.4589e-06i,2.4689e-05+2.33e-06i,-1.2919e-05+0.00012224i,-0.00048421-5.7263e-05i,0.00021515-0.0016256i,0.0047696+0.00070736i,-0.0020747+0.012462i,-0.029353-0.0054973i,0.013282-0.062821i,0.12275+0.029466i,-4.3793e-06+1.8597e-07i,-1.0117e-06-3.1299e-05i,0.00015519-3.277e-06i,5.3527e-06+0.00061569i,-0.0020706-1.0726e-05i,0.0001268-0.0060875i,0.015942+0.00061506i,-0.0022134+0.037646i,-0.080811-0.0066367i,1.0528e-06+4.2625e-06i,-3.0527e-05+7.2126e-06i,-3.4054e-05-0.0001517i,0.0006034-0.0001276i,0.00040091+0.002035i,-0.0060017+0.0010851i,-0.0025639-0.015773i,0.0374-0.0053075i,2.7901e-06-1.9537e-06i,1.3755e-05+2.0074e-05i,-0.00010026+6.7062e-05i,-0.00026106-0.00040097i,0.0013605-0.00085914i,0.0024634+0.0040396i,-0.010697+0.0062659i,-2.2612e-06-4.1502e-07i,3.1285e-06-1.6124e-05i,7.9742e-05+1.6401e-05i,-6.8982e-05+0.00031548i,-0.0010576-0.00024668i,0.00077395-0.0030983i,1.7078e-06+1.4994e-06i,-1.0835e-05+1.2092e-05i,-5.9331e-05-5.4375e-05i,0.0002186-0.00023265i,0.00077213+0.00074592i,-1.4187e-07-2.4139e-06i,1.7255e-05-8.389e-07i,3.2001e-06+8.5569e-05i,-0.00033956+8.4773e-06i,-1.4161e-06+1.7014e-06i,-1.2053e-05-1.024e-05i,5.1421e-05-5.9168e-05i,2.0483e-06-3.7866e-07i,2.557e-06+1.466e-05i,-1.5303e-06-8.4905e-07i
7.3058e-07+1.0032e-06i,-7.2199e-06+5.1467e-06i,-2.5108e-05-3.607e-05i,0.0001443-9.7812e-05i,0.00032218+0.00048981i,-0.001455+0.00092472i,-0.0023549-0.0038546i,0.0092219-0.0053817i,0.011108+0.020091i,-0.040081+0.020755i,-0.035089-0.073466i,0.12393-0.053476i,0.072623+0.19239i,-0.27417+0.085423i,2.3582e-06-2.0522e-06i,1.449e-05+1.6996e-05i,-8.5041e-05+7.0874e-05i,-0.00027693-0.0003408i,0.0011589-0.00091531i,0.0026379+0.0034495i,-0.0091595+0.0067502i,-0.015516-0.021968i,0.047996-0.032256i,0.060825+0.096056i,-0.17671+0.10408i,-0.16122-0.29934i,0.46695-0.2242i,-3.6193e-06-3.2213e-06i,2.3275e-05-2.5623e-05i,0.00012571+0.00011678i,-0.0004694+0.00049285i,-0.0016354-0.0016014i,0.0047837-0.0047346i,0.012181+0.012752i,-0.030718+0.02818i,-0.059041-0.067436i,0.13569-0.11243i,0.1948+0.25117i,-0.42845+0.30681i,-2.468e-06+4.3886e-06i,-3.1174e-05-1.7949e-05i,9.0691e-05-0.00015351i,0.00060442+0.00036728i,-0.0012632+0.0020153i,-0.0058673-0.0038069i,0.010246-0.015194i,0.03542+0.024938i,-0.055373+0.074892i,-0.14422-0.11284i,0.21181-0.25345i,3.3928e-06+1.1937e-07i,-1.0983e-06+2.423e-05i,-0.00012003-6.7885e-06i,3.2839e-05-0.00047576i,0.0015983+0.00013262i,-0.00046347+0.0046931i,-0.012273-0.0014323i,0.0039699-0.028938i,0.062004+0.0099776i,-0.022929+0.12132i,-2.1249e-06-7.8754e-07i,5.7799e-06-1.5123e-05i,7.4636e-05+2.9487e-05i,-0.00012063+0.00029459i,-0.00098496-0.00041939i,0.0012784-0.0028767i,0.0074768+0.0034828i,-0.0085873+0.017504i,-0.037197-0.019332i,1.8511e-06+2.2542e-06i,-1.6238e-05+1.3061e-05i,-6.3835e-05-8.1207e-05i,0.00032524-0.0002492i,0.00082279+0.0011053i,-0.0032877+0.0023683i,-0.0060516-0.0087229i,0.020903-0.013886i,1.5268e-07-2.6401e-06i,1.885e-05+1.2817e-06i,-7.399e-06+9.3356e-05i,-0.00036992-3.3947e-05i,0.00013141-0.0012423i,0.0036467+0.00044353i,-0.0013314+0.0095328i,-1.1237e-06+1.9441e-06i,-1.3808e-05-8.1684e-06i,4.1252e-05-6.7982e-05i,0.00026761+0.00016697i,-0.00057395+0.0008921i,-0.0025965-0.0017286i,1.7505e-06-1.1371e-06i,7.9971e-06+1.2588e-05i,-6.2833e-05+3.8938e-05i,-0.00015135-0.00025114i,0.00085156-0.00049721i,-1.9771e-06+4.1152e-07i,-2.7969e-06-1.4154e-05i,7.0307e-05-1.3077e-05i,4.8404e-05+0.00027951i,1.9137e-06+7.599e-07i,-5.5672e-06+1.3616e-05i,-6.7178e-05-2.8349e-05i,-1.0354e-06-9.9476e-07i,7.1815e-06-7.3247e-06i,1.0634e-06+1.4792e-06i
